Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
CHSE961,ULTRASOUND SONO EYE P2,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"The SonoEye P2 Ultrasound is a powerful handheld imaging solution designed for point-of-care applications. Compact, lightweight, and easy to operate, it brings diagnostic imaging to the patient’s side, making it ideal for emergency medicine, critical care, and mobile healthcare settings. With advanced imaging technology packed into a portable design, the SonoEye P2 delivers accuracy and convenience wherever it’s needed.

Key Features:

Handheld & Portable – Pocket-sized design that fits easily in hand, perfect for bedside and field use.

High-Quality Imaging – Provides sharp, clear images with advanced processing for accurate diagnosis.

Multiple Clinical Uses – Suitable for abdominal, cardiac, obstetric, vascular, musculoskeletal, and emergency scans.

Wireless Connectivity – Easily connects to tablets and smartphones for real-time image viewing and data sharing.

User-Friendly App – Intuitive mobile interface with customizable settings for quick operation.

Durable & Waterproof – Built to withstand demanding environments, ensuring reliability during mobile use.

Long Battery Life – Extended operation time to support continuous scanning throughout shifts.

Seamless Data Management – Supports cloud storage, USB transfer, and DICOM for efficient record keeping.

Why Choose SonoEye P2?

The SonoEye P2 combines portability with performance, giving healthcare providers the freedom to scan patients anytime, anywhere. It’s an ideal choice for professionals who need fast, reliable ultrasound imaging without being tied to a traditional console system.",,https://drive.google.com/file/d/1ofN8Umn1otQEeURBVaKRc3JgXshU42Cb/view?usp=sharing,https://drive.google.com/file/d/1n6WlTswAOtiCohKW7Zdg5mEqamTbchMQ/view?usp=sharing,,,
CHSE962,ULTRASOUND SONO EYE P3,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"The SonoEye P3 Ultrasound is a next-generation handheld imaging device designed for modern point-of-care needs. Combining portability with advanced imaging technology, it allows healthcare professionals to deliver fast and accurate diagnostics at the patient’s side. Its lightweight design, wireless connectivity, and intuitive interface make it an essential tool for emergency care, critical care, and mobile clinical practice.

Key Features:

High-Resolution Imaging – Produces clear, detailed images with advanced processing for confident diagnoses.

Pocket-Sized Portability – Lightweight and compact design that can be carried anywhere with ease.

Wide Clinical Applications – Ideal for abdominal, cardiac, obstetric, gynecological, vascular, musculoskeletal, and emergency assessments.

Wireless Operation – Connects seamlessly with tablets and smartphones for real-time scanning and data sharing.

Easy-to-Use Interface – Intuitive app with customizable presets for faster workflows.

Durability Built-In – Waterproof and robust design suitable for demanding environments.

Extended Battery Performance – Long-lasting power to support continuous scanning during busy shifts.

Smart Data Management – Supports cloud storage, DICOM, and secure USB transfer for efficient record keeping.

Why Choose SonoEye P3?

The SonoEye P3 redefines portability in ultrasound imaging by combining powerful features with user-friendly design. It enables healthcare providers to deliver accurate, real-time diagnostics anytime, anywhere—without being restricted by traditional ultrasound systems.",,https://drive.google.com/file/d/1DAtJ9hhTJXVupJCQDwHU_Hn5PzGSZvdz/view?usp=sharing,https://drive.google.com/file/d/1n6WlTswAOtiCohKW7Zdg5mEqamTbchMQ/view?usp=sharing,,,
CHSE963,ULTRASOUND SONO EYE P5,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"The SonoEye P5 Ultrasound is a versatile handheld imaging device built for healthcare professionals who need accuracy, mobility, and speed in diagnostics. Designed for point-of-care use, it offers advanced imaging quality in a compact, portable form, making it suitable for hospitals, clinics, and emergency situations. With its wireless connectivity and user-friendly interface, the SonoEye P5 ensures fast and reliable scanning wherever it’s needed.

Key Features:

High-Definition Imaging – Delivers crisp, detailed visuals with enhanced image processing.

Portable & Lightweight – Pocket-sized design that enables on-the-go scanning at the patient’s side.

Multi-Disciplinary Applications – Supports abdominal, cardiac, obstetric, gynecological, vascular, musculoskeletal, and emergency scans.

Wireless Connectivity – Works seamlessly with tablets and smartphones for real-time viewing and data transfer.

Intuitive App Control – Simple interface with customizable presets for streamlined workflows.

Durable & Waterproof – Built to withstand demanding clinical and field conditions.

Extended Battery Life – Reliable power supply for long shifts and continuous scanning.

Smart Data Integration – Cloud storage, DICOM compatibility, and USB export options for efficient record management.

Why Choose SonoEye P5?

The SonoEye P5 combines the convenience of a handheld device with the performance of advanced ultrasound imaging. It empowers healthcare professionals to provide accurate, real-time diagnostics quickly—anytime and anywhere.",,https://drive.google.com/file/d/1pUCrXhi_3xr6a8E2hd3JPdAaQvHblU_F/view?usp=sharing,https://drive.google.com/file/d/1n6WlTswAOtiCohKW7Zdg5mEqamTbchMQ/view?usp=sharing,,,
CHSE964,ULTRASOUND SONO EYE P6,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"The SonoEye P6 Ultrasound is a powerful handheld imaging device designed to bring advanced diagnostics directly to the point of care. Compact, durable, and easy to operate, it combines high-resolution imaging with wireless connectivity, making it an ideal choice for emergency care, bedside monitoring, and mobile healthcare services. With its smart interface and reliable performance, the SonoEye P6 enables faster, more accurate clinical decisions.

Key Features:

Exceptional Image Quality – Advanced imaging technology delivers sharp, clear, and detailed results.

Portable Handheld Design – Lightweight, pocket-sized build for scanning anywhere, anytime.

Broad Clinical Applications – Supports abdominal, cardiac, obstetric, gynecological, vascular, musculoskeletal, and emergency examinations.

Seamless Wireless Connectivity – Easily links with smartphones and tablets for real-time display and data sharing.

Intuitive User Experience – Simple app interface with customizable settings for efficient workflows.

Rugged & Waterproof – Designed to perform reliably even in demanding environments.

Long Battery Performance – Extended operating time to support busy clinical schedules.

Efficient Data Management – Compatible with cloud storage, DICOM, and USB transfer for secure and easy record keeping.

Why Choose SonoEye P6?

The SonoEye P6 brings the power of advanced ultrasound into a handheld device, making diagnostics faster, smarter, and more accessible. It’s the perfect solution for healthcare providers who value mobility without compromising on image quality.",,https://drive.google.com/file/d/1DCFnuhhhftSwtZFtcvyT-62XrmUz5b3B/view?usp=sharing,https://drive.google.com/file/d/1n6WlTswAOtiCohKW7Zdg5mEqamTbchMQ/view?usp=sharing,,,
CHSB970,ULTRASOUND SONOBOOK 6,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOBOOK 6
 
 Overview 
 Built with precision and ease-of-use in mind, the ULTRASOUND SONOBOOK 6 helps professionals capture accurate images for diagnostics and documentation. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOBOOK 6 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1njFTXWPYkE1PfN5Gos7gBwFLFRyHX_r6/view?usp=sharing,https://drive.google.com/file/d/1fsRSXA93DLe2INyKxcAGRTWALinWrxSB/view?usp=sharing,,,
CHSB971,ULTRASOUND SONOBOOK 7,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOBOOK 7
 
 Overview 
 The ULTRASOUND SONOBOOK 7 is a versatile digital imaging solution designed to deliver clear, detailed visuals for clinical and laboratory use. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOBOOK 7 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1O_55OQ5X9MLXjTn_6gMGgd-5NZuXbnAO/view?usp=sharing,https://drive.google.com/file/d/1elAIXDqLXw_avubdd6lxR-_N77HfogS_/view?usp=sharing,,,
CHSB972,ULTRASOUND SONOBOOK 8,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOBOOK 8
 
 Overview 
 Built with precision and ease-of-use in mind, the ULTRASOUND SONOBOOK 8 helps professionals capture accurate images for diagnostics and documentation. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOBOOK 8 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1ICnbSsRzAAlkuNmvtOZx6Q1gI_D63EMv/view?usp=sharing,https://drive.google.com/file/d/1Zp9LhPDvkARsvUOXgQSiHyVXwjJe2_OL/view?usp=sharing,,,
CHSB973,ULTRASOUND SONOBOOK 9,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOBOOK 9
 
 Overview 
 Modern and compact, the ULTRASOUND SONOBOOK 9 combines advanced imaging technology with user-friendly operation for reliable results every time. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOBOOK 9 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1ZAmfrpeJB6btXOMrAML5kTzUUgIOs9tq/view?usp=sharing,https://drive.google.com/file/d/1JxQJ26UA6H3pMgV3reZIdYJI7mRefSX4/view?usp=sharing,,,
CHSM980,ULTRASOUND SONOMAX 7,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOMAX 7
 
 Overview 
 Built with precision and ease-of-use in mind, the ULTRASOUND SONOMAX 7 helps professionals capture accurate images for diagnostics and documentation. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOMAX 7 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1uf_3FwJhw-uYn0pKCm1WQQ73JafHP7qb/view?usp=sharing,https://drive.google.com/file/d/12aa2LBOmqyITFT_Io_MrKRrHOUNflsHr/view?usp=sharing,,,
CHSM981,ULTRASOUND SONOMAX 7,RADIOLOGY,MEDICAL EQUIPMENT,RADIOLOGY,"ULTRASOUND SONOMAX 9
 
 Overview 
 Built with precision and ease-of-use in mind, the ULTRASOUND SONOMAX 7 helps professionals capture accurate images for diagnostics and documentation. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model ULTRASOUND SONOMAX 7 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,,https://drive.google.com/file/d/12aa2LBOmqyITFT_Io_MrKRrHOUNflsHr/view?usp=sharing,,,
GET800,GETIDY PORTABLE XRAY,RADIOLOGY,DENTAL EQUIPMENT,RADIOLOGY,"GETIDY PORTABLE XRAY
 
 Overview 
 Modern and compact, the GETIDY PORTABLE XRAY combines advanced imaging technology with user-friendly operation for reliable results every time. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model GETIDY PORTABLE XRAY 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/1fctZNXguW_YWyt9JzsNQPMHypbykIGon/view?usp=sharing,https://drive.google.com/file/d/1H3T4yK4jJxcmRK3GAhjT6ivEZsqWNRzT/view?usp=sharing,,,
GET801,GETIDY WALL MOIUNTED,RADIOLOGY,DENTAL EQUIPMENT,RADIOLOGY,"GETIDY WALL MOIUNTED
 
 Overview 
 Modern and compact, the GETIDY WALL MOIUNTED combines advanced imaging technology with user-friendly operation for reliable results every time. Its design ensures efficiency, accuracy, and consistency, making it a valuable addition to any professional workspace. 
 
 Key Features 
 - High-resolution digital imaging capability 
 - User-friendly interface and controls 
 - Compact, durable design for daily use 
 - Reliable performance with minimal maintenance 
 - Suitable for integration into existing clinic/lab workflows 
 
 Technical Specifications 
 Parameter Specification 
 Model GETIDY WALL MOIUNTED 
 Imaging Type Digital imaging (high-resolution) 
 Control System Simple, intuitive interface 
 Power Supply 220V / 50Hz 
 Construction Durable housing for long service life 
 
 Benefits 
 - Delivers consistent, clear images for diagnostics and records 
 - Easy to operate, reducing training time 
 - Compact design saves space while enhancing efficiency 
 - Reliable build ensures low maintenance and long-term use 
 
 Ideal For 
 - Dental and medical imaging needs 
 - Research and laboratory applications 
 - Clinical environments requiring precise imaging 
 - Professionals seeking dependable, modern imaging solutions",,https://drive.google.com/file/d/15VGL7IWJ2irlwvVBnfVj4c2sCUTM4lpS/view?usp=sharing,https://drive.google.com/file/d/1H3T4yK4jJxcmRK3GAhjT6ivEZsqWNRzT/view?usp=sharing,,,
DE4000,DENU LIGHT BODY ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU LIGHT BODY is a high-precision impression material designed for dental practices that demand accuracy and reliability. With excellent flowability, it captures the finest details, ensuring accurate models for crowns, bridges, and other restorations.
 
 Key Features:
 - Superior flow for precise impressions
 - Consistent setting time for predictable results
 - Excellent tear resistance to maintain integrity when removing from the mouth
 - Comfortable for patients due to smooth consistency
 
 Benefits:
 - Ensures accurate restorations with minimal adjustments
 - Enhances workflow efficiency in the clinic
 - Reduces risk of impression errors
 
 Ideal Usage:
 - Crown and bridge work
 - Cases requiring high detail reproduction",,https://drive.google.com/file/d/1_U-8BaDKbehN-tt1S1cA2EXuvr90Ql_7/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4001,DENU HEAVY BODY ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU HEAVY BODY provides the perfect balance of strength and stability for dental impressions. Its thicker viscosity supports wash materials, ensuring accurate two-step impression techniques.
 
 Key Features:
 - High viscosity for excellent support
 - Dimensional stability for precise results
 - Easy mixing and handling
 
 Benefits:
 - Works seamlessly with light body materials
 - Reduces chances of distortion
 - Reliable outcomes for fixed and removable prosthetics
 
 Ideal Usage:
 - Double impression techniques
 - Complex restorative cases",https://drive.google.com/file/d/1VSKMv0OvI3Ia5rXMnOsT73QW8n2dpjGy/view?usp=sharing,https://drive.google.com/file/d/1_U-8BaDKbehN-tt1S1cA2EXuvr90Ql_7/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4002,DENU MEDIUM BODY ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU MEDIUM BODY is engineered to offer a balance between flow and body, making it suitable for a wide range of impression techniques. It adapts well to the contours of the oral cavity while maintaining excellent dimensional stability.
 
 Key Features:
 - Balanced viscosity for versatile use
 - Excellent detail reproduction
 - Strong tear resistance
 
 Benefits:
 - Adaptable to multiple impression methods
 - Reduces retakes and remakes
 - Provides accurate impressions for consistent outcomes
 
 Ideal Usage:
 - General impression taking
 - Indirect restorations",,https://drive.google.com/file/d/1_U-8BaDKbehN-tt1S1cA2EXuvr90Ql_7/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4003,DENU PUTTY SET ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU PUTTY SET is a reliable putty-type impression material designed for use in both single-step and two-step techniques. Its firm consistency ensures excellent stability and accuracy.
 
 Key Features:
 - Firm consistency for dimensional accuracy
 - Easy to mix and handle
 - Excellent compatibility with wash materials
 
 Benefits:
 - Provides a stable base for detailed impressions
 - Reduces distortion and improves accuracy
 - Comfortable for both dentists and patients
 
 Ideal Usage:
 - Putty-wash techniques
 - Preliminary impressions",https://drive.google.com/file/d/1_U-8BaDKbehN-tt1S1cA2EXuvr90Ql_7/view?usp=sharing,https://drive.google.com/file/d/1s0wmTtAVpOx7Jam7NISrcmChl1cawlmG/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4004,DENU TRAY CLEANER ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU TRAY CLEANER is formulated to effectively clean impression trays and instruments without causing damage. It removes residues quickly, ensuring hygiene and extending tray lifespan.
 
 Key Features:
 - Powerful cleaning action
 - Safe for dental materials
 - Easy to rinse off
 
 Benefits:
 - Ensures hygienic re-use of trays
 - Maintains accuracy of future impressions
 - Saves time in clinic workflows
 
 Ideal Usage:
 - Cleaning of impression trays
 - General dental instrument maintenance",https://drive.google.com/file/d/1-Dq08_rnwO_7YzLEKucmP234ci5Jn_EZ/view?usp=sharing,https://drive.google.com/file/d/1-Dq08_rnwO_7YzLEKucmP234ci5Jn_EZ/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4005,DENU COMPOSITE RESIN A2,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU COMPOSITE RESIN A2 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1Y3Xwj7j0QW7zNak_WJ6FzGu4PDrNcnsJ/view?usp=sharing,https://drive.google.com/file/d/1Y3Xwj7j0QW7zNak_WJ6FzGu4PDrNcnsJ/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4006,DENU COMPOSITE RESIN KIT 1 ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU COMPOSITE RESIN KIT 1 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1kmiF-NDzch4RJMCuTLzr7_GTaBXBfh5P/view?usp=sharing,https://drive.google.com/file/d/1bj3dlsV4a2291FrR4NsmighCTKqEbdvW/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4007,DENU COMPOSITE RESIN KIT 2,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU COMPOSITE RESIN KIT 2 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1ontA-2ac4GoSTxfapdXfLIySjK4aUWR-/view?usp=sharing,https://drive.google.com/file/d/1ontA-2ac4GoSTxfapdXfLIySjK4aUWR-/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4008,DENU FLOW RESIN A2 ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU FLOW RESIN A2 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1mL2v5Jd8Zfw2DrQb9Ab0FCXBOD-wX-cm/view?usp=sharing,https://drive.google.com/file/d/1Kl8WO3wiBJ-4WtLPRrhb7FxgU-bmDXBn/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4009,DENU FLOW RESIN KIT 1,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU FLOW RESIN KIT 1 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1FKyvm17R7R916khJ-JYx-D-SoLaurMT0/view?usp=sharing,https://drive.google.com/file/d/1FKyvm17R7R916khJ-JYx-D-SoLaurMT0/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4010,DENU TEMP FLOW YELLOW ,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU TEMP FLOW YELLOW is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1Mjp_2A03lauKxTxOIPAeb26QqRhUufyD/view?usp=sharing,https://drive.google.com/file/d/1Mjp_2A03lauKxTxOIPAeb26QqRhUufyD/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4011,DENU TEMP FLOW BLUE,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU TEMP FLOW BLUE is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1qcshNEX3BtF8oKsBhBNBdTas5jzwX_n4/view?usp=sharing,https://drive.google.com/file/d/1qcshNEX3BtF8oKsBhBNBdTas5jzwX_n4/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
DE4012,DENU TEMP CROWN A1,DENTAL ,DENTAL MATERIALS,DENTAL,"DENU TEMP CROWN A1 is a high-quality dental product designed to meet the needs of modern clinical practices. It combines reliability, ease of use, and performance, making it a trusted choice for dental professionals.
 
 Key Features:
 - Professional-grade quality
 - Easy handling and application
 - Consistent results
 
 Benefits:
 - Supports clinical efficiency
 - Enhances accuracy and patient comfort
 - Reliable for daily use
 
 Ideal Usage:
 - General dental applications
 - Clinics seeking dependable materials",https://drive.google.com/file/d/1ontA-2ac4GoSTxfapdXfLIySjK4aUWR-/view?usp=sharing,https://drive.google.com/file/d/1ontA-2ac4GoSTxfapdXfLIySjK4aUWR-/view?usp=sharing,https://drive.google.com/file/d/12eyqU1BRvQf6aMidDXyIhTvr4FZ4yUlL/view?usp=sharing,,,
